co2_emissions,waste_production,gdp,population
70.35228000974213,574.0920165425428,46515.269808907884,58317996.73760833
196.39864884346895,385.04540982269447,36758.12309829215,80392287.06535539
224.9047803602669,332.3423508926305,27519.440862478637,56542833.797084205
172.10706429825316,133.97258527069005,32930.38281057132,7317545.450141197
422.9318791183682,624.8756456947414,39824.55620704976,69651276.84893283
210.53899701211517,306.9652738609308,40921.27594822869,6999094.552657555
176.42052935932134,233.3205298147448,46795.76723275858,81929420.6066274
294.21323742121183,688.4469674449099,27073.711555824906,5260384.147362745
113.41590123864319,713.088332039394,21736.4364007758,14602340.72002671
410.98864133931784,776.9394030318994,35586.570671593676,28235651.46180358
83.54778965589688,553.2192067047324,26629.115971181214,63703114.4338192
494.0991214702328,904.6491446834979,33783.93815795911,97659550.86349928
397.51014618349586,942.708478058405,26799.43193823801,12664462.409373507
139.4220566903776,826.6338458132404,16119.83146712698,15128059.252177924
52.48495270562108,672.0341338073684,28777.070066358337,37518169.27339705
416.95764280467534,373.3488582320698,37636.712877641316,83785694.6377767
368.0858047314277,984.650429458199,41971.352306705994,47255864.3223306
378.0532256184443,346.7225504727445,29733.051071861875,32839449.425326344
397.0716560086756,282.39122979138796,16609.515608416037,56559179.38867727
83.32009328034067,497.9387024079245,26587.508385977264,26791796.547129255
211.30957784492267,151.15651364114962,41451.75715366793,40714830.81750457
102.14107678630837,980.6450182046117,26514.370824682912,33927909.773972146
438.3965416440171,629.5902007747824,37861.231744168894,80609961.21904995
330.48415707240105,601.2568824977577,30288.54726712359,92501316.91736208
198.90411118369212,690.216651909748,19648.925004375866,76197647.02353427
78.60125762871064,547.3212829994859,41846.02032092297,44469274.02696837
189.94204477204798,128.85716538508743,13368.53816282748,50929162.77216972
196.33249491203617,651.0801599563571,30995.611310206023,13382295.699014133
378.32278025212884,744.5564892607875,18355.641369736197,74939606.40231924
336.9008621098459,475.07415456164784,12682.625141655026,60051092.260109365
449.24573415934697,781.5660148640736,30117.357483329954,90341559.61760621
262.4967163228772,304.30116940457856,29982.486237396944,20860503.213940166
103.81741067223577,299.14893195956563,38276.036067028836,76212886.0713286
370.9601542503477,245.27528891881656,39790.02772207619,68782494.51019979
392.35327187760385,434.7952838102457,39111.65954771587,27318707.847165465
302.5747389062733,862.3108318501752,26382.349316670203,67070485.31454168
396.93523097955244,845.1208559341579,35267.5914890625,92512964.6770883
272.20801836397584,444.5417871671534,33077.80970575841,91925162.77904476
285.2297732218973,630.2068623822129,26862.470244676784,72243030.877098
242.39345826134732,748.7346848274241,33888.50776743973,5759238.14087195
61.43860703484283,317.0860971652207,47889.9150682505,87354169.39469598
98.551142146987,251.32697730527238,17715.749747255093,66120082.09344945
64.14313355903042,974.8863938910799,46230.88383142105,31732991.06509071
336.3846850687012,655.8015818886566,12138.220559327934,19537785.808864232
191.460191484347,983.2741496502975,22335.56851606643,12504182.436734393
278.85681102411627,403.9803884190062,21525.80994446113,5973453.026518337
458.40491326674186,732.7285299767184,35054.604315236225,75656221.54712489
162.18150311699372,300.3432728871139,15248.998071091613,24348456.895384256
234.6723153660334,335.08015414652164,45293.90447359015,3401040.668282252
389.9980123443719,560.7119091426616,43142.05633860165,40329794.53235694
152.9591744712301,387.6563129572641,36082.632787411116,48778100.978641555
84.64095942295685,250.85940745652601,28336.55327168791,17753792.85911256
180.38815381119562,336.5926317903934,47318.24168568313,5360785.2800924275
122.54957926430198,132.17355501927818,43229.86218882223,19723422.82670882
468.36394355415786,733.9812593297379,29972.605923249794,68231173.42182086
413.65417080398765,542.9049913772755,38074.93417817245,9142124.047869433
335.03169042969057,184.81875976407306,32677.198087187382,55948666.02514239
442.15726558447295,254.52459381564208,33517.68953553058,15494786.8029085
411.6524346046015,192.28108430137962,23239.04277749885,20373228.18446152
133.95652649871613,651.3335274482888,28483.38418499587,39914710.44340317
451.65154932049,184.7893272512444,13124.857231589769,10981708.269319402
292.7040088620428,778.8540997316944,24293.9476665837,18147146.775439072
413.34806982382815,118.45982738835205,37833.14061448608,35546288.73368406
453.24108496557193,324.43820919630286,48128.64122024745,33637231.544338316
193.10156373733875,901.6000083027164,48522.56451052081,75177877.08189745
99.52336603745454,746.6781863100214,32228.914764995665,8403448.20751601
152.57082314387375,165.67149963311894,34264.89007238328,86184622.830968
242.19850488181535,839.0134940366618,17428.8474200387,81806984.90320604
418.1066446651219,543.7316093861843,37812.324323741224,76833172.3295019
437.32876246535454,862.1047244519464,12826.351706975449,31627863.883850116
53.128458739035814,640.6657970053541,21387.427431977783,82465296.76853797
279.8362861599046,713.6497288295728,36734.53389141769,19097405.9486388
237.83495141695056,994.1514043561373,22412.405261739572,13316511.379647795
149.9485147118286,309.1019913316163,11993.874964578174,5450677.015459248
103.93941530015726,661.5510172852495,43274.81637403855,93991725.93755202
201.9268271316326,514.2892510516585,22413.20028538252,31493078.872822095
474.3093667606336,135.5067576304223,12524.208994347136,91844170.13761269
195.44131940933985,113.02357735257853,12991.526580114607,27988742.59041364
283.45577978451473,207.30572003607278,20070.351951550147,90849029.97429861
366.35853150283003,684.1825664846933,17120.63788886105,90488976.23176274
213.63332107068229,610.4467791220529,40972.004711206035,92443928.45606057
487.3019372244323,598.0866050473546,22867.361866681378,50119190.48913518
483.1012827239501,128.67108627543408,42187.8314015933,86728682.39309031
163.30203312141387,522.3726967240063,16953.839912926112,95125823.72056471
273.7618276515734,932.1605360582756,29715.16718176335,33137077.24782077
185.39523941754635,457.83268237958197,37521.48534212515,42468566.16257295
178.17822246986043,662.4302228096107,36079.634154634194,72204778.54623866
66.59912630953976,801.8368080608292,34045.17639721075,30735622.350606788
324.3039502909536,805.5327512276988,46992.86407724679,75627121.58235323
276.2055604529877,567.3520741557443,19141.005908269777,8315322.37613986
73.16543806249521,872.1567508621027,29748.768178484213,52826340.04456568
175.39090890647515,452.24028402737224,45359.70200289635,13109034.924290776
458.7196486849942,899.8238933063185,13115.750623806282,30039024.167230967
157.8028508001376,316.20444975599077,12235.53073012301,26603913.856160726
115.20269244105039,352.19476629151393,19332.091502331656,84054275.28270394
270.2537421249034,147.80856177910098,35320.84878152074,20158208.28521355
493.5427043497703,816.0236528880546,20395.185057992276,81036344.09575278
158.92487218017519,475.349712609435,17609.59535235196,79602074.24488428
352.4609963326453,306.2049525202591,28352.092614331683,50389422.50016576
392.7288268979229,308.6112498549217,34543.92275077646,24150482.304016832
156.93689479657985,911.2599471063098,19942.30828066962,23462737.65566605
377.6973568753368,850.5249404149332,22027.647468949683,47027540.064468935
215.50240972366396,598.177796821465,34542.372192460556,1872091.7319581148
334.53762376711074,654.499720374149,47829.53687957811,53603724.70652525
335.08836984240264,526.8930134952619,36989.669097523525,95325173.05093849
291.0986078336413,452.499888590928,41316.1657433824,16315981.304397054
90.63039652448373,923.9291930964984,24672.40379021875,57761216.526084736
425.88612301515707,213.05143316827187,20890.174375378643,96216090.17580122
194.35102923728113,476.60211074460517,28170.709728104903,86191691.80966842
133.9333296799344,410.1057171890878,42285.31314846694,85187631.52175269
68.34881369964376,548.3356482260335,28251.98567162223,82363143.10922271
315.90182443470883,511.86868709065755,43869.016351594444,31593336.999562375
354.9039628290271,567.0005784859733,49550.87922780508,89171066.29541442
57.46452301753527,225.92707950429468,12881.066629213454,94192694.77208394
280.44187623467644,561.8273513619494,11816.406243348149,50083449.9066049
151.92309883907208,318.1769324984898,15983.588116534473,36102533.67868642
340.32775568425245,265.8982140893721,25374.78702937385,42008672.54497976
128.46489305224617,158.3507969075721,15241.688365817296,34086437.74129529
360.92198214610966,786.3873028805268,44826.57910475024,22029425.760429468
224.03090583524184,484.69772877090395,10925.850041082553,62226398.55503605
471.52849493153053,663.9793149805826,22631.7086534329,56697091.738286965
111.88442486569696,754.834008974269,17387.785179768212,46795922.032888286
203.47985797261632,711.3849987821982,47261.57320630129,10488693.281798346
101.06308455826507,523.450647180714,36779.240195601116,79892403.50589398
466.1121282253533,449.1086760565568,46481.210258054976,18318422.71232813
444.80270902144144,438.36391867659734,48893.148412415736,12341642.296208765
166.07373247182002,676.0439172370507,29883.929747094768,62684068.152811795
346.99282071538056,545.3149194476861,19372.76432192105,40465791.762534596
417.7499900905471,864.2190231896595,17749.151447863573,6921039.059880618
299.84036521975804,887.2317858940409,18916.75446743362,36201267.14114476
288.3427602602029,253.5043402058666,38343.73230488012,77406254.87621132
158.83353090520325,222.61028639115307,11617.82912492003,61909671.31649266
91.89624551265464,667.3608334323995,12054.442921308595,36915816.275712684
453.747091078997,371.1031732560515,34325.717695326006,19988674.37182422
455.18812572349873,116.71364688858897,35682.28586949626,63547766.459672555
334.8956557729706,899.7784024266596,36610.516972898404,88867974.79368918
202.5634059719153,304.21069051942743,24875.22018354365,64980999.083575465
207.1443085756974,936.3525865172281,42237.79554856612,81477481.6103722
376.68005549160773,745.6910057904282,31344.983509064703,52631256.01688273
453.6996169786597,786.3881409203359,14218.625200376777,72079139.56736185
449.18889091930276,281.31534621384435,41883.97228269381,89726450.60405688
400.9439956359307,310.77498305513166,48122.71145081833,77544718.84760685
338.9142407694295,569.1409784416592,12401.452520094346,91075541.38641642
87.86298424777198,254.88986738487594,25654.0535480232,43682820.609489925
122.73292134257619,374.88852341472904,29500.641793389907,90517805.25757861
454.34938483718565,389.31623015302404,15858.830403132677,62535156.21368905
322.89307684681546,243.66693992748768,44708.357911315084,87134827.84208767
54.13867322748334,284.66455005564467,21365.98579560176,4898276.513345704
95.66219428971445,809.6966578074309,41320.34159752641,66127385.80944008
348.5757960986251,250.47626909254154,36839.779281132636,84949532.80891196
52.277712730798406,125.61165265953024,33921.832898680936,18246001.330676775
122.3636231378744,666.4194483660445,17685.713947862176,66516906.41302739
296.93020521496373,978.384807453205,18828.14082203623,82670516.70744652
361.35283896171194,398.09243316080926,11893.936189862772,29506987.59363107
343.3825667761702,206.79013287662707,19628.497191290655,41119386.462732814
150.9211892572519,613.3485928307778,23817.744378420564,57382254.13142272
370.4806496063911,915.7187899860816,43325.81215449701,52397601.19957165
156.76208937356003,805.6556018456309,24655.70666859221,4879749.910676429
196.4298641716705,660.2642815714444,40184.87131062426,10768537.71045593
385.9211323031109,383.55084694683944,27577.691251819502,10946191.35113177
342.3348045712466,587.6921559485979,41394.732479755534,26964522.644418325
432.1505347223801,182.12035717382983,49050.864017481596,25340547.167442475
345.9258015351545,711.050881852603,19593.662322303204,74480015.99489316
305.7388715009622,752.5864170078858,44493.664478555045,57701694.21559831
92.15364552264161,968.5284606189269,34872.963452230986,76633632.37987888
215.4721113767451,334.35762287056446,42691.77046354619,7919709.683676142
169.34106545677645,116.61077713872038,36063.43609071221,49036209.50968847
159.79533952058762,591.0476179844355,26957.980290966007,33053782.347261675
487.85474963860054,736.111453957133,19122.997577671616,85143991.76481889
226.89397610004218,811.3667282946892,12801.4090132466,71071126.53408043
451.420949829701,274.3650397223295,31420.73457842868,87056588.61185284
334.0123816987683,335.5775821333213,49613.04378107462,5596285.118199946
407.66508659374176,561.3318327405667,39521.67220056825,72361525.46709345
276.18669189733646,397.54072897300165,23093.821655960666,54460826.86379822
309.6067480818616,874.4603379287005,43088.19200346941,82675002.87254101
271.63296221848873,526.3841383648482,40759.36000705626,51208898.50165628
137.85934450912004,819.6207796918027,21265.43173413827,54480698.71228899
375.1034518676774,622.5577844341184,10572.299591769388,6124970.713264447
176.3475630983851,795.7811274554008,14726.505541357983,67183763.63856071
60.942184894154224,399.4056878772915,45092.2476124823,28040847.684899956
340.46253315822554,848.27495973728,43462.52141219487,2949698.2957032286
129.699805733172,347.1150839959194,21808.360035134498,7577279.088096974
473.20636295881144,591.4889272029618,21407.817051376816,95771275.28763653
479.2678596511643,292.6064018564868,41714.59948409884,35261651.66840485
461.68897559920185,527.973869463574,47509.498795816886,86939487.23349473
216.57141511494999,386.35768855783283,41165.490271904,96008046.17285633
56.95547743799034,340.0330875734928,34223.14708123046,94383451.69489495
467.74335316447645,970.2865162252338,19706.854013272183,88290798.8292426
242.68286674279145,244.06669493805757,31029.916563810428,89589547.33366878
484.9946685696513,808.5932537116557,19340.474343730584,29611796.3897542
483.6289896901638,985.7484635348934,42320.45680387094,15995519.135775471
433.854254960312,117.91133536607005,25478.44318070949,64286993.64670444
182.50200143131357,729.1246726378855,43347.88867976105,49322453.59501356
223.29397787086637,327.6206250006584,25264.36871930901,10775925.150821934
433.0115021825856,136.439041895474,42965.976207995656,68076590.28621867
192.61490232032494,462.60062106096774,23332.712606609675,56723140.74099257
126.27173600874161,941.6960291537875,27605.308184706795,86443672.68023346
300.56056810625756,110.58858493029791,34619.536773706306,61309195.773151465
471.2696483723514,629.0971227368035,12811.504561196747,57820671.79245361
363.21340850373787,551.2568307357919,47928.28247261858,44634420.609930165
306.52752654021424,886.0457479339427,32944.23144495213,46815919.91899816
93.72942219684583,175.6015430685631,30312.800587632093,95483741.4709325
326.75325201462636,713.3734268979853,43575.75884479648,14706154.930623693
495.5242325469185,712.0987285899496,44630.5091958731,45175663.03963653
113.03780685643582,702.172015176055,30890.41618116064,65926896.15875744
283.24834356368154,948.1010454415333,47090.49303174549,43868053.91344956
444.81788236757995,840.7787761061924,12589.510643059224,29038347.077035017
383.345877989392,137.7754536191554,14529.031690048701,29448379.70552263
363.6570834478706,523.9745656340618,33871.52920057761,24131948.57951386
366.11783779419915,458.1577505812001,24162.634471743346,35046416.85772587
211.77101804888983,379.1324989817219,28569.006647567952,87295802.78277314
182.116329919022,506.20305263868755,23123.168715886663,51017230.481976524
414.2125199653311,445.7747664333797,26189.012457797427,24783634.079704024
414.55102760563136,489.1005098907988,42905.85388585198,39068144.985626705
440.18254336104667,981.3356790477783,33739.047994172186,11477210.795778235
460.9582486504121,179.76967727462267,49893.78197133993,90499538.23413506
280.10407948742204,930.0077828548568,41475.167912838515,41411585.37705177
275.68233260923984,532.213042123924,20946.650164073064,98058729.25471449
409.23283053504883,661.368020949587,20573.80470906785,35406338.55298941
342.4837688499943,847.1646699559245,23435.930804680283,83799248.67548499
365.8850947659665,424.41672623433,43730.37922590971,26382146.015853867
408.10670124624545,487.37971727917017,11091.506026022624,8539136.44438262
450.50240381790485,468.5666322508426,19207.25115485031,4141602.805706269
202.09782058319112,437.2579202821839,46196.73681377068,61010674.23783357
219.01232868797482,932.9763894822055,35595.85744333008,31845793.49568535
92.29187292839106,846.0369020737108,19073.883820042254,44908468.16710701
310.2260634482783,198.09999087667848,18765.798729303213,82046056.52447873
66.17402320853394,197.31101722938644,44504.72407037722,25562700.483785413
259.5191081596071,485.08256336769205,45750.30033108186,31556595.19675641
294.1900856184095,188.79163905952817,20245.24363848461,84688282.32080805
178.94356345772798,657.1837857440077,26820.41432306129,49783465.0610069
315.87496725605484,229.32244653556052,43383.829545132685,82938851.53819627
63.72511247257224,570.135937570121,40840.29754439542,38073124.34316532
66.80668493714649,106.49795230334598,42556.64426264338,40438628.10188374
420.17025229684623,384.93671357138203,30735.927631518753,17546697.81604737
212.0857886350683,709.4716513053899,46461.96193220693,91718239.50590166
107.17723069334815,535.6350462050636,23038.061758177413,89781585.70724835
285.00946702466194,980.4425373990892,16266.88537390072,98437484.44191258
396.49709889437486,886.6934164595897,38349.2933025946,40842265.589801446
147.11946237357944,423.1637011388361,31574.176640275855,82042879.23410557
330.3007141185501,140.93788732504714,44183.43075237924,42080419.43553974
88.4063592471956,861.063670103517,13246.369964988598,45975580.1031763
73.25677452587347,920.1108792832042,43747.696137522675,83169939.96588764
289.1095842056666,838.5646540771331,21731.786128352887,18559310.317753576
293.2858047245479,215.15494682778836,36194.22668672732,22810782.51171348
336.84345567419297,998.1236209710589,11605.151563130232,32158095.79918569
376.7411001751977,332.7257993974964,34383.25185214403,79029724.2175057
489.1334357581406,751.784421527533,38690.867567493435,37892503.38744019
282.3351567355379,917.2313887021494,24750.008580224814,36458652.6197954
195.3304128235607,312.1184028976385,18616.42821048561,99882818.18026893
407.83378764591663,917.4326992093595,31505.2270641418,38996808.166848466
171.87451306793338,378.53342127538025,43327.63217742586,25529283.09524311
247.53713931753626,978.7719001456505,22941.89433186603,62698154.14189339
85.30537160401968,353.1340183424271,20098.771900851185,80386115.24354509
61.40783453695588,958.0922422820516,21157.41234550751,7891175.538592767
483.1917866050663,148.19018580340742,47965.286116666575,62270330.88270903
426.1910542304926,738.3448105028317,24371.076630582385,4537810.13214225
363.18839274216407,578.9000204533033,10144.169595531486,53106902.74697227
234.02882498642145,530.0893694104575,41267.24831838479,26442164.81202311
127.9824440318806,301.144882830256,37970.9918134156,31357528.069645386
120.39666920198871,735.0362107988427,15142.730584118755,47242500.43425588
162.60930417406792,271.7285423016764,49396.1699653965,92783638.61381312
297.1519991177542,597.5576163862913,34322.49141220444,71356063.35219976
371.56816521502805,327.92082673622576,30031.17963762406,93747714.03216514
347.08881952297907,960.0592418032205,25288.77070491564,66337129.451309085
175.97025362567427,125.76807445208755,45946.91022254551,1703666.9616981065
479.68937629843737,279.7554521001129,19758.53925674253,27292934.537420083
382.05361251309586,318.0795457487029,21430.756008796074,90671485.19431701
299.4593236301303,472.66104319103476,14896.432267462675,64701106.57580673
325.2743358054585,309.45721768304816,40364.763823370406,98183076.42045721
238.82002809250545,542.2141812419068,33821.97121623413,16440437.902611265
161.47894527552086,885.2189709326851,34362.646770179934,30378035.47754542
210.18770539306772,740.8570792682538,18738.817240778546,36874398.292186595
391.0307497089661,621.9657824816,36046.735565083356,33329223.998563744
56.47706988339014,180.10286018441167,40618.33788987456,25947161.48483818
102.23268822811231,724.5928975503481,24315.54122902757,44903105.85992101
70.70118890978874,249.77285587984588,42053.88575846849,64587514.21356775
68.32796104353656,807.7306473655282,23951.62354128084,31814435.36578291
434.95726280495325,325.0510826591379,40325.53846037151,8890292.408111311
366.64603672101066,475.3438554888108,11349.20429830876,71144720.16242318
263.37822308929634,415.4231820861351,32046.584058946108,46442639.022345595
94.02537229295066,872.9325232073711,48781.06242559547,56091748.30291626
271.2271438025746,213.89001284206734,49249.78402729563,46084665.05922759
263.0622968512546,609.0803941463098,21270.103133669625,89145392.84203611
127.94084145950683,227.855448498756,27655.963643214218,56315754.719471626
245.23324215708786,734.316252518968,12519.116319465322,92404407.14532322
229.32713047881805,914.5703150150331,44933.65230418399,51546958.81404403
327.1325441234974,491.1468884805281,32742.886125608566,29966228.061787903
335.7921428904397,539.2830342384783,25404.02715762068,36188816.13044346
70.38680439742004,934.680552834486,14510.822339566123,52690800.06489377
218.57567658191203,568.8922497844214,47870.69141987557,53468954.342695855
331.63696207140634,538.8385942446048,31208.76191283975,69046432.45334592
276.41131636103944,620.4961924338737,21317.117163316158,23224992.346476447
435.42042853474504,720.3067627266568,24008.60520526038,66225447.09658467
346.41213422852525,196.19503757832825,20827.88723688591,78080212.82969448
123.32049218664336,838.9994749673644,34072.392354279225,67982606.95723201
81.75593633019344,491.95452470793333,47198.5430312204,48700982.87194149
339.088675192842,165.11365890773698,44267.752133062575,99176384.46056657
61.930089743729816,807.5644022783918,28415.2350170391,41076502.753792405
313.5990115730585,439.2549745176449,43059.97449204032,11552470.843403092
473.1036086412309,190.33074558554853,26924.219251053193,82328917.32532695
308.96338004414554,670.4011355889255,20092.28563034552,22007920.6691614
224.67646679293486,892.1182180902775,49336.604610657116,71615271.71734177
339.47969829905895,898.9781584725877,22155.502718832875,18718651.988797463
256.21380072118245,961.8971273280758,22948.969239476333,2670861.6949359984
295.5275551921707,880.9349137900192,49587.71471146089,16820061.775113538
473.65916394943633,101.9268274109277,15357.099726626195,38321880.961006366
223.74618701034842,442.2170497720512,40421.35952038781,11555206.46585003
482.5357537207614,836.6883219149528,47432.51033930906,20570229.33933252
457.4077888802287,429.6277053986268,30471.799771016744,76698001.4907549
138.1060106551834,641.3936557417355,10100.870468112802,77218477.18973595
81.21258539382445,645.6852526370789,25002.357764524248,81931334.49190669
95.350100619842,428.52277363494073,14462.759695393084,84274368.41821165
58.19982154319737,914.0265345531589,26647.50643734783,42623153.566761784
92.49933234016777,552.9055108475059,41601.07046569139,86887416.40865932
357.35304803736057,518.3057853437507,27548.46195535202,53067750.62639026
82.03489180710304,997.7623710957063,27277.0048538369,47589114.576664805
193.5390336321926,544.150327665355,32271.579076753864,72135096.57058181
430.19388993625455,260.55842673572295,33267.62338990721,22168022.724630814
60.472371081121636,561.7624805770943,44251.852351958856,79160240.30591972
416.5108171650211,832.615061967937,22334.21756915806,43517116.83005412
176.83464864802997,799.1742942084533,42866.850574720636,13602245.986372283
103.17417242974531,809.7235885976239,32637.34994768189,12811879.43817979
363.5317244138678,737.2214055981206,22021.18198868588,17325767.640823312
333.0242810509478,328.7960461600194,21805.041760243083,89166700.69013445
444.86240608717384,875.8756772562083,24445.50068422898,99102844.4036457
380.7819697117486,904.0991188386386,34907.72970479902,36340406.120927066
411.5664186731819,274.73742695669415,19232.469254397965,29922241.368324462
176.9155576570879,217.41007289625452,46813.342466890696,22658326.286839392
129.84779470087528,978.0444717302008,32996.50336711602,82557831.2395573
387.7766382383862,881.4915672853311,46800.63107984027,21711540.759468734
413.0756326702688,903.912532488952,11856.174343166189,92484922.8630967
495.727313900303,897.7387461619556,23704.454818458937,67067687.51815698
235.6779546101419,587.5181416303556,10912.306427504924,89815651.37525027
217.40813860675243,681.7615629992197,20890.072603918794,55846975.58502048
399.3858323338986,590.8265669202775,44480.25889074353,69377306.35606718
203.36159311385802,146.08571427129615,11464.388633688035,62326351.96511306
468.84079652160415,770.9527768174954,27445.883996629793,83288350.1760559
436.2857383293553,554.7988300022923,14702.682818929112,83750220.30740222
243.04731231875826,682.9381673112068,26673.62637041471,59389506.98466739
387.8919805061738,552.3758244779817,43554.063370575095,63618257.28364746
389.5442933381071,542.6301900902104,34922.84133610077,92265716.12928517
96.40574097616968,254.61019852999013,39470.25381325693,93056781.91253197
456.148808005805,350.8423436270341,23964.16461798324,66760728.605622984
277.3635676015357,242.9674227495602,47775.90780040566,1767673.5391431907
421.90585974848375,276.0996660628082,38370.48375118,11336710.26064016
194.0223204637753,975.6796423782744,26871.952771381235,85936310.6456672
452.9854528232902,237.80210119497858,27058.592009082196,9386697.520709349
225.1407554303734,342.3433818746869,46747.367117731905,22138398.90465157
54.87694316613426,631.5306919647264,33056.187737415676,23824121.34194353
457.42188938866866,649.1607186129777,38255.16839612167,60423242.20821058
91.0790045537601,238.57671676944616,26681.40898052683,58086646.99049266
193.69113691568668,814.3456832066911,18947.710590588562,29652334.818619628
477.5278851728622,806.6825811215425,38942.37167977674,21553525.191275842
477.77321612190025,313.585933783502,34312.95088565552,76688670.9558901
308.04704965547876,359.7996724079144,30053.715216991175,93610159.40499164
334.32674547640966,944.1890789135473,34960.837599778555,6227762.311727431
251.8004848902439,843.1043013815303,18331.423442569343,14184865.80778142
181.94484726412904,728.0173297562715,41757.54826127825,64574234.88186504
197.89904541646217,174.00989935954047,47926.512200812234,80639703.71547113
352.63330523466726,476.43767281231817,45644.12576670811,79327678.20886356
388.568538246956,603.3716848691442,22857.429812280687,72248632.15518624
406.21056967663185,268.67015918539926,26240.230931283033,88855367.49531111
405.32816425754925,503.4039238974021,42336.091991902445,22517539.077510472
91.04274637191067,640.9232897398209,33804.68523298415,11621803.702702768
272.48913711616166,394.6390121038593,31916.577747065967,61920934.03904546
75.90144200748992,802.8503370554384,47065.678701337805,82405313.26081981
297.287997045681,856.404623474925,31440.998439082032,58622314.26957674
248.68872561801965,391.2485224906637,30597.547183492396,96336751.25843172
449.4668822412349,854.7914390432114,11680.743650654385,79760881.67778715
207.91175564843542,193.21890949271352,12776.678343605505,70378388.29001683
102.68015739242264,853.9561887603907,10296.812315226007,6965471.796301626
114.34625692377614,237.47538850085493,46529.76903134534,11666481.634436527
392.6797842728625,174.63443725875345,26335.466400708025,78698925.62652823
328.1981284923175,677.5978639969101,28742.4550453365,20625554.632125907
95.50520425525562,524.7436291797649,43815.477903698484,3854682.431820065
87.84806275174884,917.1015403715495,34369.85241503111,91165307.88894953
365.436109156604,426.8702764817643,34380.063855623244,89189731.99642219
82.74335286388708,358.4370370938658,21861.377174192497,22629898.89591769
419.8370266806603,550.6614155297785,43356.33495698077,78240419.54922251
