Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2017-01-04 23:00:00,-0.2,62,-10.2,6.17,8.9,295,296,11.3,0.4729
2017-01-05 00:00:00,-1.6,68,-9.6,5.24,8.14,294,295,11.3,0.4394
2017-01-05 01:00:00,-2,69,-9.7,4.97,7.87,295,296,9.6,0.4058
2017-01-05 02:00:00,-2.2,70,-9.7,4.68,7.54,290,292,9.1,0.3723
2017-01-05 03:00:00,-2.8,70,-10.1,4.37,7.53,286,287,8.6,0.3387
2017-01-05 04:00:00,-3.9,72,-10.6,4.24,7.75,289,290,8,0.3052
2017-01-05 05:00:00,-5.2,73,-11.5,3.89,7.31,288,289,7.7,0.2959
2017-01-05 06:00:00,-5.1,74,-11.2,3.14,6,279,281,7,0.311
2017-01-05 07:00:00,-6.7,75,-12.6,2.32,5.81,277,281,5.4,0.3261
2017-01-05 08:00:00,-6.5,74,-12.5,2.47,5.82,284,286,4.5,0.3412
2017-01-05 09:00:00,-4.1,72,-10.8,3.89,5.6,288,289,7.1,0.3563
2017-01-05 10:00:00,-2.6,68,-10.6,4.55,6.17,289,290,8.6,0.3713
2017-01-05 11:00:00,-1,65,-10.1,5.07,6.84,285,285,9.7,0.3864
2017-01-05 12:00:00,0.3,62,-9.6,5.63,7.6,287,286,10.7,0.396
2017-01-05 13:00:00,0.9,60,-9.6,5.98,8.1,291,290,11.2,0.4002
2017-01-05 14:00:00,1.2,59,-9.7,5.95,8.14,295,295,11.4,0.4044
2017-01-05 15:00:00,0.9,59,-10.1,5.64,7.87,297,297,11.1,0.4086
2017-01-05 16:00:00,0.4,59,-10.6,5.19,7.83,298,297,10.4,0.4128
2017-01-05 17:00:00,-1.2,63,-10.9,3.98,7.24,295,296,9.5,0.417
2017-01-05 18:00:00,-0.5,67,-9,4.8,7.41,301,302,7.3,0.4145
2017-01-05 19:00:00,-2,68,-10.1,4.34,7.39,299,300,8.6,0.4053
2017-01-05 20:00:00,-2.5,68,-10.5,4.21,7.34,298,299,7.9,0.396
2017-01-05 21:00:00,-3.2,69,-10.9,4.02,7.11,297,298,7.7,0.3868
2017-01-05 22:00:00,-3.7,70,-10.9,3.67,6.84,296,297,7.3,0.3775
2017-01-05 23:00:00,-4.2,72,-11.1,3.05,6.32,293,293,6.7,0.3683
2017-01-06 00:00:00,-4.8,72,-11.6,2.69,6,292,294,5.7,0.3591
2017-01-06 01:00:00,-5.7,72,-12.2,2.67,6.04,283,286,5.1,0.3498
2017-01-06 02:00:00,-6.1,73,-12.5,2.83,6.18,278,284,5.2,0.3406
2017-01-06 03:00:00,-7.1,74,-13.2,2.83,6.33,278,286,5.3,0.3313
2017-01-06 04:00:00,-8.2,74,-14.3,2.98,6.65,284,291,5.5,0.3221
2017-01-06 05:00:00,-8.8,73,-15.1,3.04,6.71,279,287,5.6,0.3093
2017-01-06 06:00:00,-7.9,75,-13.8,3.82,6.99,276,283,6.1,0.293
2017-01-06 07:00:00,-8.9,75,-14.6,3.55,7.2,280,284,6.5,0.2767
2017-01-06 08:00:00,-9.1,75,-14.8,3.65,7.2,279,284,6.6,0.2604
2017-01-06 09:00:00,-7.4,72,-14.1,4.59,6.58,286,287,8.2,0.2441
2017-01-06 10:00:00,-5.7,68,-13.5,4.65,6.36,289,289,8.9,0.2278
2017-01-06 11:00:00,-3.5,65,-12.3,4.51,6.06,283,283,8.9,0.2115
2017-01-06 12:00:00,-1.3,62,-11.1,4.61,6.16,283,283,9,0.1965
2017-01-06 13:00:00,0.2,61,-10.2,4.63,6.18,284,284,9.1,0.1828
2017-01-06 14:00:00,1.2,59,-9.8,4.4,5.95,287,287,9,0.1691
2017-01-06 15:00:00,1.5,59,-9.7,4.09,5.79,292,291,8.5,0.1554
2017-01-06 16:00:00,0.5,61,-10,3.22,5.5,296,295,7.8,0.1417
2017-01-06 17:00:00,-3.3,66,-12,2.15,5.24,292,294,6.2,0.128
2017-01-06 18:00:00,-1.7,66,-10.3,2.3,5.42,270,275,4.1,0.122
2017-01-06 19:00:00,-4.2,68,-12.1,2.31,5.9,265,268,4.7,0.1236
2017-01-06 20:00:00,-4,69,-11.8,2.7,6.7,268,269,4.9,0.1253
2017-01-06 21:00:00,-4.4,70,-11.7,3.2,7.31,272,272,5.8,0.1269
2017-01-06 22:00:00,-5.2,71,-12.2,3,7.12,272,274,5.9,0.1286
2017-01-06 23:00:00,-6.1,71,-13,2.7,6.63,272,275,5.5,0.1302
2017-01-07 00:00:00,-7,72,-13.7,2.51,6.36,275,278,4.9,0.1319
2017-01-07 01:00:00,-7.8,74,-14,2.41,6.32,275,281,4.7,0.1335
2017-01-07 02:00:00,-9.3,75,-15.1,2.2,5.98,273,280,4.5,0.1352
2017-01-07 03:00:00,-9.8,75,-15.6,2.31,5.92,265,275,4.1,0.1368
2017-01-07 04:00:00,-10.3,75,-16,2.42,5.9,263,271,4.2,0.1385
2017-01-07 05:00:00,-11.1,76,-16.5,2.63,5.7,261,268,4.4,0.1501
2017-01-07 06:00:00,-6.7,75,-12.5,2.61,6.12,274,281,4.4,0.1718
2017-01-07 07:00:00,-8.4,76,-14,2.5,6.46,270,278,4.7,0.1934
2017-01-07 08:00:00,-7,75,-12.9,3,7.14,270,276,5.4,0.215
2017-01-07 09:00:00,-3.3,71,-10.4,3.9,7.33,270,275,6.8,0.2366
2017-01-07 10:00:00,0.1,68,-7.9,4.72,6.86,275,278,8.6,0.2582
2017-01-07 11:00:00,3.5,65,-5.7,5.14,7.13,283,285,9.6,0.2799
2017-01-07 12:00:00,5.7,65,-3.7,6.09,8.47,293,293,11.7,0.3182
2017-01-07 13:00:00,6.6,62,-3.8,6.58,9.08,298,298,12.2,0.3733
2017-01-07 14:00:00,6.6,61,-3.9,6.49,9.04,299,299,12.2,0.4284
2017-01-07 15:00:00,6.4,60,-4.5,6.48,9.39,297,297,11.9,0.4835
2017-01-07 16:00:00,5.6,61,-4.8,6.04,9.66,297,297,12,0.5386
2017-01-07 17:00:00,3.8,66,-5.1,5.64,9.7,295,296,10.6,0.5937
2017-01-07 18:00:00,3.3,70,-4.2,5.5,9.35,295,296,10.1,0.6071
2017-01-07 19:00:00,2.1,71,-5.2,5.13,9.21,303,304,9.4,0.5789
2017-01-07 20:00:00,1.2,72,-5.7,5.02,9.14,305,307,9,0.5506
2017-01-07 21:00:00,0.4,73,-6.4,4.92,8.94,308,310,8.8,0.5224
2017-01-07 22:00:00,-0.5,73,-7.1,4.62,8.57,309,312,8.6,0.4942
2017-01-07 23:00:00,-1.4,74,-7.7,4.52,8.54,305,308,8.2,0.4659
2017-01-08 00:00:00,-2.3,75,-8.4,4.53,8.63,301,305,8,0.4377
2017-01-08 01:00:00,-3.1,75,-9,4.27,8.38,303,306,7.9,0.4095
2017-01-08 02:00:00,-4.1,76,-9.9,3.66,7.67,305,310,7.5,0.3812
2017-01-08 03:00:00,-5.2,75,-11,3.14,7.04,301,309,6.4,0.353
2017-01-08 04:00:00,-5.9,75,-11.7,3.18,7.18,298,305,5.7,0.3247
2017-01-08 05:00:00,-6.7,76,-12.4,2.83,6.68,302,309,5.7,0.2884
2017-01-08 06:00:00,-6.4,76,-11.9,2.79,5.61,291,301,5.1,0.2441
2017-01-08 07:00:00,-8.9,77,-14.1,1.99,5.06,288,300,4.6,0.1997
2017-01-08 08:00:00,-8,77,-13.4,2.06,4.97,284,295,3.9,0.1553
2017-01-08 09:00:00,-4,72,-10.7,2.3,4.03,268,277,4.5,0.1109
2017-01-08 10:00:00,-0.6,67,-9,1.2,1.5,228,233,4.4,0.0666
2017-01-08 11:00:00,3,62,-7.1,1.61,2.01,187,186,4.1,0.0222
2017-01-08 12:00:00,6.4,58,-5.3,2.53,3.26,189,191,5.4,0.0263
2017-01-08 13:00:00,9.6,54,-3.7,3.22,4.24,187,188,6.5,0.0789
2017-01-08 14:00:00,12.1,51,-2.6,3.75,5.16,189,189,7.1,0.1314
2017-01-08 15:00:00,13,49,-2.4,3.51,5.5,177,178,7.2,0.184
2017-01-08 16:00:00,11.9,54,-1.7,3.23,6.68,158,163,6.7,0.2366
2017-01-08 17:00:00,10.8,54,-2.4,4.33,8.67,161,163,7.4,0.2891
2017-01-08 18:00:00,10.8,51,-3.8,5.32,9.32,168,171,8.9,0.3101
2017-01-08 19:00:00,12.3,48,-3.7,6.43,10.44,168,171,10.7,0.2993
2017-01-08 20:00:00,13.1,47,-3.2,7.2,11.4,170,172,12.1,0.2885
2017-01-08 21:00:00,13.9,49,-1.8,7.62,11.92,175,177,13.1,0.2778
2017-01-08 22:00:00,14.3,49,-1.2,7.55,11.99,191,193,13.1,0.267
2017-01-08 23:00:00,14.7,50,-0.5,6.69,10.7,202,204,13,0.2562
2017-01-09 00:00:00,15.2,53,1.2,5.98,9.64,201,203,11.3,0.2455
2017-01-09 01:00:00,15.1,63,4.9,6.3,10.62,200,203,11,0.2347
2017-01-09 02:00:00,14.9,65,5.3,5.35,9.71,213,215,11.1,0.2239
2017-01-09 03:00:00,16.1,66,6.9,4.36,8.03,217,219,9.3,0.2132
2017-01-09 04:00:00,16.1,67,7.2,3.98,7.66,219,221,7.6,0.2024
2017-01-09 05:00:00,13.2,71,5.5,3.16,7.58,215,221,6.9,0.183
2017-01-09 06:00:00,12.6,79,7.2,2.42,6.28,232,239,5.4,0.1548
2017-01-09 07:00:00,9.4,81,4.7,2.88,4.16,214,235,4,0.1267
2017-01-09 08:00:00,10.3,81,5.5,2.33,4.03,205,224,3.8,0.0985
2017-01-09 09:00:00,16,75,9.5,1.96,4.7,195,207,3.7,0.0704
2017-01-09 10:00:00,19.1,71,11.1,2.01,2.96,186,192,3.9,0.0422
2017-01-09 11:00:00,21.5,68,12.4,2.06,2.64,203,205,4.3,0.0141
2017-01-09 12:00:00,22.8,66,13,1.63,2.16,191,193,4.3,0.0365
2017-01-09 13:00:00,23.6,65,13.6,1.84,2.43,167,171,3.7,0.1095
2017-01-09 14:00:00,24.2,65,14.3,2.59,3.98,152,155,5.1,0.1824
2017-01-09 15:00:00,24.9,66,15,3.26,5.34,140,142,6,0.2554
2017-01-09 16:00:00,24.4,72,16.7,4.17,7.31,136,140,7.3,0.3284
2017-01-09 17:00:00,24.2,75,17.6,4.7,8.16,142,144,8.1,0.4014
2017-01-09 18:00:00,23.1,85,19.2,5.97,9.45,149,150,9,0.4348
2017-01-09 19:00:00,23.3,85,19.4,6.17,9.89,153,156,10.7,0.4287
2017-01-09 20:00:00,23.5,85,19.6,6.49,10.38,151,154,11.1,0.4226
2017-01-09 21:00:00,24.1,85,20.4,7.49,12.09,161,164,12.9,0.4165
2017-01-09 22:00:00,25.2,84,21.2,7.31,11.91,163,165,13.2,0.4105
2017-01-09 23:00:00,26.1,83,21.5,6.77,11.14,161,164,12.8,0.4044
2017-01-10 00:00:00,26.8,81,21.7,6.3,10.54,160,163,11.7,0.3983
2017-01-10 01:00:00,28.1,78,22.1,5.92,10.22,164,168,10.9,0.3922
2017-01-10 02:00:00,29.3,77,23,5.55,9.72,166,171,10.3,0.3861
2017-01-10 03:00:00,30.4,80,24.9,5.63,9.79,168,172,9.7,0.3801
2017-01-10 04:00:00,31.3,86,27.6,5.32,9.16,164,169,9.7,0.374
2017-01-10 05:00:00,32.3,90,29.6,5.48,9.31,165,171,9.5,0.3743
2017-01-10 06:00:00,32,94,30.4,6.32,10.43,162,166,9.8,0.3812
2017-01-10 07:00:00,32.6,95,31.4,6.2,10.28,162,167,11,0.388
2017-01-10 08:00:00,33.9,96,32.8,6.71,11.09,163,167,11.4,0.3949
2017-01-10 09:00:00,35,97,34.2,7.01,11.4,166,169,12,0.4017
2017-01-10 10:00:00,36.3,98,35.7,6.72,9.92,165,168,12.1,0.4086
2017-01-10 11:00:00,37.4,98,36.8,6.82,9.91,169,171,11.7,0.4154
2017-01-10 12:00:00,38.6,99,38.3,7.1,10.8,178,181,18.8,0.4589
2017-01-10 13:00:00,39.9,99,39.7,6.92,11.64,191,194,18.9,0.5391
2017-01-10 14:00:00,41.2,98,40.8,7.3,11.91,221,221,13,0.6192
2017-01-10 15:00:00,37.7,99,37.5,7.51,12.31,267,268,12.8,0.6994
2017-01-10 16:00:00,33.7,92,31.7,9.85,15.24,280,282,17.2,0.7796
2017-01-10 17:00:00,30,84,25.8,10.1,15.62,278,280,18.3,0.8597
2017-01-10 18:00:00,28.4,81,23.4,9.9,15.42,271,273,18.3,0.8589
2017-01-10 19:00:00,25.4,79,19.7,10.31,15.63,273,274,18.1,0.7771
2017-01-10 20:00:00,20,80,14.7,10.4,15.6,270,271,18.7,0.6953
2017-01-10 21:00:00,15.9,76,9.7,10.21,15.23,273,274,18.7,0.6135
2017-01-10 22:00:00,14.2,72,6.9,9.2,13.6,270,271,18.1,0.5317
2017-01-10 23:00:00,12.5,72,5.3,8.32,12.62,266,267,16.3,0.4499
2017-01-11 00:00:00,11.2,72,4,7.65,11.96,263,264,14.5,0.3681
2017-01-11 01:00:00,10.4,73,3.3,5.66,8.84,262,265,13.4,0.2863
2017-01-11 02:00:00,10.7,72,3.4,5.35,8.39,253,255,9.9,0.2045
2017-01-11 03:00:00,11.8,68,3.3,3.93,6.04,263,263,9.2,0.1227
2017-01-11 04:00:00,12.6,65,3,2.31,3.23,252,254,7.1,0.0409
2017-01-11 05:00:00,12.6,65,3.1,2.39,3.5,213,217,5,0
2017-01-11 06:00:00,13.7,75,7.3,1.91,4.57,186,190,4.6,0
2017-01-11 07:00:00,16,68,7.3,3.54,6.05,164,172,5.4,0
2017-01-11 08:00:00,18.5,70,10.5,5.29,8.93,158,164,8.7,0
2017-01-11 09:00:00,23.1,70,14.7,5.11,8.7,177,181,9.3,0
2017-01-11 10:00:00,27.3,66,17.5,3.77,6.69,202,202,8.4,0
2017-01-11 11:00:00,32.2,59,19.6,3.72,5.23,204,206,7.5,0
2017-01-11 12:00:00,35.4,56,21.2,3.34,4.53,231,229,7.6,0.053
2017-01-11 13:00:00,35,59,22,2.94,3.69,305,303,6.9,0.1589
2017-01-11 14:00:00,27.5,73,19.8,4.8,7.01,360,358,9,0.2648
2017-01-11 15:00:00,25.1,77,18.8,5,7.3,360,1,8.9,0.3707
2017-01-11 16:00:00,23.1,80,17.8,4.22,6.14,5,7,9.2,0.4766
2017-01-11 17:00:00,21.4,82,16.8,4.96,7.32,9,10,8.7,0.5825
2017-01-11 18:00:00,16.6,84,12.7,5.73,8.64,16,16,8.8,0.6095
2017-01-11 19:00:00,16,83,11.9,4.05,5.63,16,20,9.9,0.5574
2017-01-11 20:00:00,15,84,11,5.5,8,358,360,9.9,0.5053
2017-01-11 21:00:00,14.1,82,9.7,5.64,8.2,7,9,10.1,0.4533
2017-01-11 22:00:00,14,80,8.8,5.26,7.75,9,11,9.9,0.4012
2017-01-11 23:00:00,13.5,79,8.2,4.7,6.9,358,360,9.3,0.3491
2017-01-12 00:00:00,12.7,78,7.2,5.31,8,357,359,9.7,0.2971
2017-01-12 01:00:00,11.9,76,5.8,4.6,7.02,1,4,9.5,0.245
2017-01-12 02:00:00,11.4,74,4.8,4.21,6.25,4,7,8.2,0.1929
2017-01-12 03:00:00,11,74,4.3,3.82,5.66,6,8,7.6,0.1409
2017-01-12 04:00:00,10.6,75,4.2,3.11,4.5,354,360,7.8,0.0888
2017-01-12 05:00:00,10.4,77,4.6,3.81,5.6,355,358,6.8,0.0629
2017-01-12 06:00:00,11.4,77,5.5,3.71,5.3,357,360,7,0.0633
2017-01-12 07:00:00,11,77,5.1,3.3,4.81,346,348,6.7,0.0636
2017-01-12 08:00:00,10.6,78,5.1,3.45,5.28,330,333,6.5,0.064
2017-01-12 09:00:00,11.3,76,5.1,3.64,5.06,328,330,7.1,0.0643
2017-01-12 10:00:00,12.3,73,5.1,2.91,3.84,319,321,6.6,0.0646
2017-01-12 11:00:00,13.3,70,5.4,3.45,4.57,300,299,6.4,0.065
2017-01-12 12:00:00,14.7,66,5.5,4.09,5.61,292,292,7.6,0.0891
2017-01-12 13:00:00,15.7,63,5.3,4.43,6.23,288,289,8.4,0.1371
2017-01-12 14:00:00,16.4,59,4.6,4.34,6.5,285,284,8.3,0.1851
2017-01-12 15:00:00,17,56,4,4.13,6.95,277,277,8.2,0.233
2017-01-12 16:00:00,15.9,57,3.3,4.01,7.84,274,276,7.7,0.281
2017-01-12 17:00:00,14.1,59,2.4,4.83,9.28,276,277,8.3,0.329
2017-01-12 18:00:00,13.8,64,3.9,5.12,9.6,276,278,9.6,0.3514
2017-01-12 19:00:00,13.2,67,4.2,5.65,10.11,293,295,9.8,0.3483
2017-01-12 20:00:00,11.8,71,4.1,5.11,9.08,293,297,9.9,0.3451
2017-01-12 21:00:00,10.5,72,3.4,4.11,7.66,288,294,8.8,0.342
2017-01-12 22:00:00,9.1,74,2.4,4.03,7.68,284,288,7.1,0.3388
2017-01-12 23:00:00,8,74,1.5,4.33,7.95,289,291,7.4,0.3357
2017-01-13 00:00:00,6.5,74,-0.1,4.53,8.27,301,302,7.8,0.3326
2017-01-13 01:00:00,5.2,73,-1.5,4.3,7.84,306,308,7.9,0.3294
2017-01-13 02:00:00,2.7,73,-3.9,3.97,7.78,311,314,7.6,0.3263
2017-01-13 03:00:00,1.1,74,-5.4,3.82,7.57,313,316,7,0.3232
2017-01-13 04:00:00,-0.4,75,-6.6,3.69,7.36,319,323,6.6,0.32
2017-01-13 05:00:00,-0.7,75,-6.7,3.94,7.33,333,334,6.9,0.2957
2017-01-13 06:00:00,0.7,75,-5.3,3.26,5.85,333,340,6.9,0.2502
2017-01-13 07:00:00,-0.2,76,-6,2.28,4.96,345,351,5.5,0.2047
2017-01-13 08:00:00,0.1,74,-6.3,2.21,3.9,355,1,4.3,0.1592
2017-01-13 09:00:00,0.8,70,-6.6,2.73,3.88,8,12,5.2,0.1137
2017-01-13 10:00:00,1.9,68,-6.4,2.21,2.83,5,8,5.3,0.0682
2017-01-13 11:00:00,2.9,67,-5.7,2.06,2.68,23,27,4.8,0.0227
2017-01-13 12:00:00,4,65,-5.1,1.75,2.1,24,25,4.4,0.0023
2017-01-13 13:00:00,5.2,65,-3.9,2.11,2.61,31,32,4.5,0.007
2017-01-13 14:00:00,6.1,65,-3.1,1.92,2.55,39,42,4.5,0.0117
2017-01-13 15:00:00,6.9,65,-2.4,1.35,1.7,42,50,4.2,0.0164
2017-01-13 16:00:00,7.4,67,-1.4,1.72,2.27,36,41,3.3,0.0211
2017-01-13 17:00:00,7.2,71,-0.3,2.08,3.18,35,46,3.9,0.0257
2017-01-13 18:00:00,5.7,72,-1.3,2.28,3.54,29,47,3.9,0.0268
2017-01-13 19:00:00,6.9,73,-0.1,2.01,3.18,27,46,4.2,0.0243
2017-01-13 20:00:00,7.8,74,1.1,1.77,2.92,47,68,3.9,0.0217
2017-01-13 21:00:00,8.6,74,2,1.41,2.63,45,81,3.4,0.0191
2017-01-13 22:00:00,8.8,76,2.7,1.22,3.01,55,94,2.7,0.0166
2017-01-13 23:00:00,9.6,74,3.1,0.92,2.33,41,100,2.2,0.014
2017-01-14 00:00:00,7.8,77,2,1.84,2.73,61,114,2.5,0.0115
2017-01-14 01:00:00,10,74,3.3,1.75,2.98,103,140,2.6,0.0089
2017-01-14 02:00:00,11.8,66,2.5,1.41,2.77,172,167,2.3,0.0064
2017-01-14 03:00:00,11.6,67,2.6,1.36,2.72,234,186,1.7,0.0038
2017-01-14 04:00:00,9.4,72,2.1,1.73,2.92,260,202,2.4,0.0013
2017-01-14 05:00:00,9.5,76,3.4,1.43,2.58,295,234,2.6,0
2017-01-14 06:00:00,8.9,75,2.7,1.35,2.42,312,263,2.7,0
2017-01-14 07:00:00,6.7,78,1.4,1.92,2.8,309,270,3.2,0
2017-01-14 08:00:00,6,78,0.6,2.11,3.62,301,276,3.4,0
2017-01-14 09:00:00,10.2,73,3.3,1.58,4.05,305,290,3.2,0
2017-01-14 10:00:00,13.3,67,4.4,1.52,3.79,293,288,3.2,0
2017-01-14 11:00:00,16.5,62,5.9,1.9,3.2,270,272,3.8,0
2017-01-14 12:00:00,19.5,58,7.2,2.31,3.61,265,267,4.7,0.0031
2017-01-14 13:00:00,21.6,53,7,2.31,3.82,275,276,4.8,0.0092
2017-01-14 14:00:00,23,51,7.3,2.01,3.82,276,276,4.8,0.0153
2017-01-14 15:00:00,22.6,53,7.8,1.71,3.71,277,275,4.3,0.0215
2017-01-14 16:00:00,17.6,57,4.9,3.03,3.82,278,276,4.1,0.0276
2017-01-14 17:00:00,13.2,59,1.6,3.77,4.74,281,277,4.3,0.0337
2017-01-14 18:00:00,13.6,64,3.5,3.72,5.46,276,278,5.2,0.036
2017-01-14 19:00:00,11.5,63,1.5,3.44,6.48,278,283,5.6,0.0345
2017-01-14 20:00:00,10.4,67,1.6,2.94,6.56,288,291,4.9,0.033
2017-01-14 21:00:00,9.6,72,2.4,2.64,6.95,299,300,4.5,0.0314
2017-01-14 22:00:00,8.5,74,1.9,2.8,6.86,305,307,4.4,0.0299
2017-01-14 23:00:00,7.4,75,1.2,2.98,6.7,320,322,4.4,0.0284
2017-01-15 00:00:00,3.3,79,-1.7,3.94,5.68,324,332,5.1,0.0268
2017-01-15 01:00:00,5.8,80,0.8,3.05,4.38,311,333,5,0.0253
2017-01-15 02:00:00,3.4,84,-0.4,2.92,3.81,301,330,3.7,0.0238
2017-01-15 03:00:00,2.2,86,-1,2.75,3.24,289,326,3.9,0.0222
